;author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
7938;ID 99313044;realtor;https://www.cian.ru/sale/flat/287534893/;Москва_и_др.;sale;flat;4;9;1;12.7;390000;4953000;2023;8.0;3.0;79154999205;Очаково-Матвеевское;Аминьевское шоссе;Давыдково;MySpace Аминьевская
7939;ID 14432;realtor;https://khimki.cian.ru/sale/flat/287102243/;Москва_и_др.;sale;flat;3;5;1;32.0;156250;5000000;-1;17.0;6.0;79852423644;;;;
7940;Владис;real_estate_agent;https://ruza.cian.ru/sale/flat/286866139/;Москва_и_др.;sale;flat;4;7;1;56.3;88809;5000000;2023;33.0;10.0;79645672951;;;;
7941;ЭТАЖИ Подольск;real_estate_agent;https://podolsk.cian.ru/sale/flat/269956072/;Москва_и_др.;sale;flat;2;4;1;34.5;144927;5000000;2015;-1.0;7.5;79652256834;;;;
7942;Елена Павлова;realtor;https://vidnoye.cian.ru/sale/flat/284853405/;Москва_и_др.;sale;flat;2;4;1;32.4;154320;5000000;2021;-1.0;-1.0;79661507559;;;;
7943;Серебряный век;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/285752956/;Москва_и_др.;sale;flat;2;14;1;42.1;118764;5000000;2015;17.9;13.1;79104817715;;;;
7944;ID 273294;unknown;https://losino-petrovskiy.cian.ru/sale/flat/280928780/;Москва_и_др.;sale;flat;13;17;1;45.0;111111;5000000;2016;16.0;11.0;79645678289;;;;
7945;ИПОМАКС;real_estate_agent;https://www.cian.ru/sale/flat/286953581/;Москва_и_др.;sale;flat;3;3;1;35.8;141061;5050000;2018;19.0;10.2;79660479203;;;;
7946;Марина Коротеева;realtor;https://zvenigorod.cian.ru/sale/flat/285630975/;Москва_и_др.;sale;flat;4;12;1;34.3;147230;5050000;2013;16.0;12.0;79855283520;;;;
7947;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287267533/;Москва_и_др.;sale;flat;3;4;1;33.0;154545;5100000;2011;14.1;9.0;79851893192;;;;
7948;Владис;real_estate_agent;https://www.cian.ru/sale/flat/284365979/;Москва_и_др.;sale;flat;4;4;1;32.0;159375;5100000;2011;24.0;3.0;79645672951;;;Рассказовка;
7949;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/276745520/;Москва_и_др.;sale;flat;9;10;1;39.0;130769;5100000;2007;-1.0;10.0;79660585357;;;;
7950;ID 101436622;real_estate_agent;https://dmitrov.cian.ru/sale/flat/285902654/;Москва_и_др.;sale;flat;3;5;1;46.57;110000;5122700;2022;-1.0;-1.0;79689608440;;;;
7951;Татьяна Иванкова;realtor;https://losino-petrovskiy.cian.ru/sale/flat/287189849/;Москва_и_др.;sale;flat;13;17;1;40.0;127500;5100000;2016;16.0;14.0;79858674956;;;;
7952;ID 98731392;homeowner;https://ramenskoye.cian.ru/sale/flat/282202557/;Москва_и_др.;sale;flat;2;3;1;44.1;116326;5130000;2014;24.0;10.0;79161725406;;;;
7953;Портал Недвижимости;real_estate_agent;https://serpukhov.cian.ru/sale/flat/280854303/;Москва_и_др.;sale;flat;11;16;1;37.0;139189;5150000;1982;18.0;8.5;79154384030;;;;
7954;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287717120/;Москва_и_др.;sale;flat;1;9;1;32.4;158950;5150000;1971;16.9;8.8;79856330776;;;;
7955;ID 7239958;realtor;https://podolsk.cian.ru/sale/flat/285028766/;Москва_и_др.;sale;flat;3;6;1;38.4;134895;5180000;2025;19.0;9.6;79152871417;;;;
7956;Just Estate;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/287000010/;Москва_и_др.;sale;flat;8;8;1;35.6;144662;5150000;2022;18.0;9.5;79623638472;;;;
7957;ID 23812697;homeowner;https://zvenigorod.cian.ru/sale/flat/286114364/;Москва_и_др.;sale;flat;17;17;1;43.0;119767;5150000;2013;-1.0;-1.0;79652256902;;;;
7958;ID 18390392;homeowner;https://krasnogorsk.cian.ru/sale/flat/269677498/;Москва_и_др.;sale;flat;1;8;1;32.1;160436;5150000;2019;16.0;9.0;79645880213;;;;
7959;ID 75949135;homeowner;https://www.cian.ru/sale/flat/284702055/;Москва_и_др.;sale;flat;1;3;1;23.0;223913;5150000;-1;17.0;3.0;79854904141;Вешняки;аллея Первой Маевки;Рязанский проспект;
7960;ID 102890415;homeowner;https://ramenskoye.cian.ru/sale/flat/287151228/;Москва_и_др.;sale;flat;4;4;1;30.8;167207;5150000;1968;18.0;6.0;79169651793;;;;
7961;Азбука Жилья;real_estate_agent;https://www.cian.ru/sale/flat/287553001/;Москва_и_др.;sale;flat;1;4;1;31.7;164037;5200000;1981;19.0;5.0;79852741148;;;;
7962;Зоя Милакова;realtor;https://www.cian.ru/sale/flat/285164968/;Москва_и_др.;sale;flat;2;2;1;22.0;236363;5200000;-1;20.0;2.0;79154289438;Марьино;Перерва;Перерва;
7963;ID 90817;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/287508653/;Москва_и_др.;sale;flat;2;15;1;33.0;157575;5200000;2017;-1.0;10.0;79853040447;;;;
7964;МОЯ СТОЛИЦА;real_estate_agent;https://balashikha.cian.ru/sale/flat/280430113/;Москва_и_др.;sale;flat;4;9;1;31.9;164576;5250000;1980;17.0;7.0;79197638654;;;;
7965;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/284192387/;Москва_и_др.;sale;flat;14;14;1;35.5;147887;5250000;1983;17.5;9.0;79154393417;;;;
7966;УСПЕХ;real_estate_agent;https://zhukovsky.cian.ru/sale/flat/286430275/;Москва_и_др.;sale;flat;1;10;1;33.1;158610;5250000;1990;17.2;8.5;79154393417;;;;
7967;Анна Костенко;realtor;https://krasnogorsk.cian.ru/sale/flat/285632685/;Москва_и_др.;sale;flat;1;3;1;32.0;165625;5300000;-1;20.0;8.0;79038723635;;;Павшино;
7968;Владис;real_estate_agent;https://dmitrov.cian.ru/sale/flat/285878236/;Москва_и_др.;sale;flat;4;17;1;35.3;150141;5300000;2014;18.0;6.0;79645672951;;;;
7969;ЕВРОНЕДВИЖИМОСТЬ;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/285331691/;Москва_и_др.;sale;flat;4;17;1;40.0;132500;5300000;2017;20.0;11.0;79850794223;;;Ростокино;
7970;На Петровке Продажа-Аренда;real_estate_agent;https://vidnoye.cian.ru/sale/flat/287384022/;Москва_и_др.;sale;flat;19;22;1;37.6;140957;5300000;2022;-1.0;-1.0;79660627567;;;Домодедовская;
7971;ID 100336633;homeowner;https://www.cian.ru/sale/flat/284250506/;Москва_и_др.;sale;flat;3;10;1;45.0;117777;5300000;2007;18.0;9.0;79623657968;;;;
7972;СТРОЙИНВЕСТ;real_estate_agent;https://balashikha.cian.ru/sale/flat/280729209/;Москва_и_др.;sale;flat;2;17;1;36.4;147086;5353960;2022;-1.0;-1.0;79647297235;;;Лухмановская;
7973;Владис;real_estate_agent;https://vidnoye.cian.ru/sale/flat/280175216/;Москва_и_др.;sale;flat;7;10;1;40.0;133750;5350000;2014;18.0;9.0;79645672951;;;;
7974;КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/280526571/;Москва_и_др.;sale;flat;3;17;1;45.0;118888;5350000;2022;20.0;9.0;79166018570;;;;
7975;Вероника Варенцова;realtor;https://khimki.cian.ru/sale/flat/284727440/;Москва_и_др.;sale;flat;3;14;1;31.8;169496;5390000;2016;14.0;14.0;79623644902;;;;
7976;АН Октябрьская;real_estate_agent;https://balashikha.cian.ru/sale/flat/286435084/;Москва_и_др.;sale;flat;2;25;1;37.7;143236;5400000;2022;16.0;13.0;79160078305;;;;
7977;Ольга Корнеева;realtor;https://vidnoye.cian.ru/sale/flat/256313029/;Москва_и_др.;sale;flat;5;9;1;23.6;228813;5400000;2019;17.9;5.7;79647176436;;;;
7978;ID 84473090;homeowner;https://krasnogorsk.cian.ru/sale/flat/282508951/;Москва_и_др.;sale;flat;25;25;1;30.0;180000;5400000;-1;10.2;8.5;79162502173;;;Опалиха;
7979;PROSPERITA;real_estate_agent;https://balashikha.cian.ru/sale/flat/286574160/;Москва_и_др.;sale;flat;5;14;1;34.1;159824;5450000;1978;18.0;8.5;79651228254;;;Новокосино;
7980;СТРОЙИНВЕСТ;real_estate_agent;https://balashikha.cian.ru/sale/flat/284037544/;Москва_и_др.;sale;flat;9;16;1;38.0;143757;5462800;2020;-1.0;-1.0;79647297235;;;Лухмановская;
7981;МИЭЛЬ офис В Солнечногорске;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/286478646/;Москва_и_др.;sale;flat;11;14;1;45.0;121111;5450000;2009;20.0;12.0;79197694657;;;;
7982;ID 63733964;homeowner;https://lyubertsy.cian.ru/sale/flat/287069554/;Москва_и_др.;sale;flat;3;17;1;35.1;156410;5490000;2022;14.8;9.3;79851511857;;;;
7983;ID 13343252;homeowner;https://ramenskoye.cian.ru/sale/flat/287152454/;Москва_и_др.;sale;flat;14;20;1;39.6;137626;5450000;2020;-1.0;10.0;79165942143;Западный;Северное шоссе;;Новый Раменский
7984;Владис;real_estate_agent;https://www.cian.ru/sale/flat/286923932/;Москва_и_др.;sale;flat;6;9;1;36.1;152354;5500000;1984;19.0;9.0;79645672951;;;;
7985;VITA ESTATE;real_estate_agent;https://domodedovo.cian.ru/sale/flat/287674342/;Москва_и_др.;sale;flat;6;19;1;38.0;144736;5500000;2018;19.0;10.0;79671064912;;;;
7986;ID 53079;realtor;https://ramenskoye.cian.ru/sale/flat/287642774/;Москва_и_др.;sale;flat;13;17;1;39.3;141221;5550000;2016;19.0;12.5;79660471407;;;;
7987;ДомЭль Недвижимость. Отделение на Серпуховской. 8 отдел;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/286388796/;Москва_и_др.;sale;flat;2;6;1;41.0;134146;5500000;2003;17.5;9.0;79647684880;;;;
7988;ДОМ.RU Коломна;real_estate_agent;https://kolomna.cian.ru/sale/flat/282294084/;Москва_и_др.;sale;flat;14;14;1;52.0;107288;5579000;2019;-1.0;15.0;79660585357;;;;
7989;ID 49878805;realtor;https://ramenskoye.cian.ru/sale/flat/280028133/;Москва_и_др.;sale;flat;15;17;1;41.3;135108;5580000;2016;19.0;12.5;79660642833;;;;
7990;Илья Рихтер;realtor;https://balashikha.cian.ru/sale/flat/285972311/;Москва_и_др.;sale;flat;21;22;1;39.6;140909;5580000;2021;20.0;10.0;79099975637;;;Некрасовка;
7991;Владис;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/281347881/;Москва_и_др.;sale;flat;1;5;1;41.2;135922;5600000;2016;16.3;14.5;79645672951;;;;
7992;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287717124/;Москва_и_др.;sale;flat;8;9;1;32.7;171253;5600000;1971;17.6;6.6;79856330776;;;Лермонтовский проспект;
7993;ЭТАЖИ ДМИТРОВ;real_estate_agent;https://lobnya.cian.ru/sale/flat/287601290/;Москва_и_др.;sale;flat;2;5;1;31.7;176656;5600000;1961;19.0;-1.0;79670961689;;;;
7994;FQF - территория недвижимости;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/287295846/;Москва_и_др.;sale;flat;9;16;1;38.0;148684;5649999;2013;16.0;10.0;79660591491;;;;
7995;ИПОМАКС;real_estate_agent;https://aprelevka.cian.ru/sale/flat/284204314/;Москва_и_др.;sale;flat;8;12;1;38.0;147368;5600000;-1;14.7;10.4;79660479203;;;;
7996;Галант;real_estate_agent;https://dolgoprudny.cian.ru/sale/flat/286765850/;Москва_и_др.;sale;flat;3;5;1;25.0;224800;5620000;1967;-1.0;-1.0;79661729455;;;Ховрино;
7997;СТРОЙИНВЕСТ;real_estate_agent;https://balashikha.cian.ru/sale/flat/285742629/;Москва_и_др.;sale;flat;4;17;1;37.0;153475;5678600;2022;14.0;13.5;79645655432;;;;
7998;ID 245566;realtor;https://www.cian.ru/sale/flat/285579513/;Москва_и_др.;sale;flat;1;5;1;29.2;194863;5690000;1956;-1.0;-1.0;79660547091;Бабушкинский;Летчика Бабушкина;Бабушкинская;
7999;Павловская Крепость;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287610357/;Москва_и_др.;sale;flat;7;17;1;40.0;142475;5699000;2014;15.0;12.0;79645531761;;;;
8000;Мария Кропачева;realtor;https://reutov.cian.ru/sale/flat/286915524/;Москва_и_др.;sale;flat;4;5;1;31.0;182258;5650000;1973;18.0;6.0;79057137884;;;Новокосино;
8001;АН Октябрьская;real_estate_agent;https://balashikha.cian.ru/sale/flat/287359492/;Москва_и_др.;sale;flat;5;5;1;43.4;131336;5700000;-1;18.5;14.0;79854909191;;;Новокосино;
8002;Мега-Балт;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/284464478/;Москва_и_др.;sale;flat;4;16;1;52.0;109615;5700000;2009;25.0;12.0;79652092825;;;;
8003;Лайк Стрит;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/281536157/;Москва_и_др.;sale;flat;3;6;1;40.0;142500;5700000;2020;-1.0;-1.0;79161353811;;;;
8004;Reliz Студия недвижимости;real_estate_agent;https://vidnoye.cian.ru/sale/flat/281181300/;Москва_и_др.;sale;flat;3;5;1;38.3;148825;5700000;2017;14.0;13.2;79660579956;;;;
8005;ИПОМАКС;real_estate_agent;https://aprelevka.cian.ru/sale/flat/286850599/;Москва_и_др.;sale;flat;3;5;1;37.1;153638;5700000;1991;-1.0;-1.0;79660479203;;;Рассказовка;
8006;ИПОМАКС;real_estate_agent;https://www.cian.ru/sale/flat/283281833/;Москва_и_др.;sale;flat;4;5;1;29.1;195876;5700000;1980;16.2;6.7;79660479203;;;;
8007;ID 9815842;homeowner;https://solnechnogorsk.cian.ru/sale/flat/282978507/;Москва_и_др.;sale;flat;4;17;1;51.7;110251;5700000;2009;-1.0;11.9;79660532801;;;;
8008;CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/286935484/;Москва_и_др.;sale;flat;6;16;1;42.3;136879;5790000;2006;20.0;8.0;79165687258;;;Щёлковская;
8009;ЛуКа;real_estate_agent;https://balashikha.cian.ru/sale/flat/286480200/;Москва_и_др.;sale;flat;7;14;1;37.8;152116;5750000;1978;18.3;8.1;79660614705;;;Новокосино;
8010;CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/284980010/;Москва_и_др.;sale;flat;4;17;1;39.0;147435;5750000;2007;19.0;9.1;79165687258;;;Щёлковская;
8011;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/286067514/;Москва_и_др.;sale;flat;4;17;1;39.7;144836;5750000;2008;20.0;10.0;79652131315;;;;
8012;Классика;real_estate_agent;https://zvenigorod.cian.ru/sale/flat/286436339/;Москва_и_др.;sale;flat;9;17;1;36.0;159722;5750000;2017;14.1;10.0;79671684389;;;;
8013;ID 46051594;homeowner;https://noginsk.cian.ru/sale/flat/283326247/;Москва_и_др.;sale;flat;9;17;1;40.1;144389;5790000;2015;21.0;10.0;79645678301;;;;
8014;CENTURY 21 Перспектива;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/287429872/;Москва_и_др.;sale;flat;11;17;1;32.0;181250;5800000;2016;17.5;8.0;79670366500;;;Некрасовка;
8015;МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://vidnoye.cian.ru/sale/flat/276998277/;Москва_и_др.;sale;flat;2;10;1;38.0;152631;5800000;2019;16.0;14.0;79663807724;;;;
8016;ИПОМАКС;real_estate_agent;https://www.cian.ru/sale/flat/279332030/;Москва_и_др.;sale;flat;1;3;1;35.8;162011;5800000;2018;18.1;10.8;79660591819;;;;
8017;ID 86641358;homeowner;https://balashikha.cian.ru/sale/flat/271703562/;Москва_и_др.;sale;flat;5;21;1;45.35;127898;5800186;2018;20.0;13.5;79645659262;;;Щёлковская;
8018;ID 98281510;unknown;https://mytishchi.cian.ru/sale/flat/286943561/;Москва_и_др.;sale;flat;6;7;1;39.0;148717;5800000;2017;-1.0;8.0;79671558377;;;Медведково;
8019;ID 12658609;realtor;https://istra.cian.ru/sale/flat/286936755/;Москва_и_др.;sale;flat;4;4;1;48.7;119096;5800000;2014;17.2;17.0;79853839281;;;;
8020;АН Октябрьская;real_estate_agent;https://mytishchi.cian.ru/sale/flat/287554325/;Москва_и_др.;sale;flat;13;17;1;35.5;165915;5890000;2022;16.0;11.3;79859784276;;;Медведково;
8021;Галант;real_estate_agent;https://khimki.cian.ru/sale/flat/284657342/;Москва_и_др.;sale;flat;9;17;1;38.26;152901;5850000;2021;18.8;9.0;79623656586;;;;
8022;ID 488142;homeowner;https://balashikha.cian.ru/sale/flat/285631396/;Москва_и_др.;sale;flat;5;9;1;36.1;162049;5850000;1997;18.2;10.3;79660531607;;;Новогиреево;
8023;ID 81030742;homeowner;https://vidnoye.cian.ru/sale/flat/287242850/;Москва_и_др.;sale;flat;20;25;1;35.3;167110;5899000;2022;10.1;16.9;79645644348;;;;
8024;ID 51319152;realtor;https://lyubertsy.cian.ru/sale/flat/283302500/;Москва_и_др.;sale;flat;1;9;1;35.4;165254;5850000;1983;18.5;8.1;79161641496;;;""" Лухмановская "" 3 мин. транспортом";
8025;CENTURY 21;real_estate_agent;https://vidnoye.cian.ru/sale/flat/287615924/;Москва_и_др.;sale;flat;5;17;1;37.0;159459;5900000;2019;15.0;10.0;79651537665;;;;
8026;Этажи Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/283555837/;Москва_и_др.;sale;flat;6;22;1;36.3;162534;5900000;2021;16.4;9.3;79623678440;;;Некрасовка;
8027;ГЦН;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/278576145/;Москва_и_др.;sale;flat;16;18;1;33.3;180150;5999000;2022;12.0;10.0;79167245981;;;;
8028;МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://balashikha.cian.ru/sale/flat/286000216/;Москва_и_др.;sale;flat;21;25;1;36.8;160326;5900000;2015;15.0;8.5;79152110745;;;Щёлковская;
8029;ID 25765;realtor;https://balashikha.cian.ru/sale/flat/284544690/;Москва_и_др.;sale;flat;16;17;1;36.2;162983;5900000;2018;-1.0;-1.0;79854465758;;;Щёлковская;
